"l_english:"|""
" bp1_yearly.7052.desc0: ""The fire roars, drinks have been had, and [story_friend.GetFirstName] is calling out to me for a story.\n\nMy first thought is of a famous [ROOT.Char.GetCulture.GetNameNoTooltip] folk tale, a classic that never fails to delight.\n\nOn the other hand, what if I told a story of my own life, perhaps of the time [story_memory.GetDescription]."""|""
" bp1_yearly.7052.a0: ""Keep it traditional."""|""
" bp1_yearly.7052.b0: ""My own story!"""|""
" bp1_yearly.7052.c0: ""Why not both!"""|""
" "|""
" "|""
" bp1_yearly.7053.t0: ""Vengeful Memories"""|""
" bp1_yearly.7053.desc0: ""As I walk through the courtyard, rage overcomes me once again, the only thing on my mind recently is when [bad_memory.GetDescription].\n\nI must get my revenge on [bad_memory_participant.GetFirstNameNoTooltip] somehow. I look up at the gallows in front of me. Perhaps if I make my moves carefully [bad_memory_participant.GetSheHe] will hang there soon."""|""
" bp1_yearly.7053.a0: ""I will have my revenge."""|""
" bp1_yearly.7053.b0: ""I must try to forget."""|""
" "|""
" murder_memory_modifier0: ""Vengeful Memories"""|""
" sex_memory_modifier0: ""Lusty Memories"""|""
" "|""
" bp1_yearly.7053.a.10: ""This scheme will have a success chance bonus."""|""
" "|""
" bp1_yearly.7054.t0: ""Forgetting"""|""
" bp1_yearly.7054.desc0: """"[forgotten_memory.GetDescription]?"" I ask confused.\n\nMy [memory_child.Custom('GetDaughterSon')] [memory_child.GetFirstName] is looking at me concerned. ""Of course! You've told this story many many times, don't you remember?""\n\nThe truth is I don't remember. Details have been getting fuzzier recently, but perhaps it would be weak to confess as much."""|""
" bp1_yearly.7054.a0: ""Oh yes, my mistake."""|""
" bp1_yearly.7054.b0: ""I forget so much these days."""|""
" "|""
" bp1_yearly.7055.t0: ""Recording a Memory"""|""
" bp1_yearly.7055.desc.positive0: ""Some moments must be recorded forever. The time that [recorded_memory.GetDescription] is one of them. Such an incredible memory must be preserved for all of time."""|""
" bp1_yearly.7055.desc.negative0: ""Some moments must be recorded forever. The time that [recorded_memory.GetDescription] is one of them. It might be a painful memory, but someone has to pass it on to the next generation."""|""
" bp1_yearly.7055.desc.neutral0: ""Some moments must be recorded forever. The time that [recorded_memory.GetDescription] is one of them."""|""
" bp1_yearly.7055.desc.alone_poor_skill0: ""I might not be a good writer, but with time and effort I could surely pen something myself.\n\n"""|""
" bp1_yearly.7055.desc.alone_good_skill0: ""My mastery of the [ROOT.Char.GetCulture.GetLanguage.GetNameNoTooltip] language would make penning this a trivial matter.\n\n"""|""
" bp1_yearly.7055.desc.blind0: ""Unfortunately, my blindness prevents me from writing anything myself...\n\n"""|""
" bp1_yearly.7055.desc.poet0: ""My Court Poet, [poet.GetFirstName], could be of great use. [poet.GetHerHis"|"U] mastery over prose would transform my mundane words into art."""
" bp1_yearly.7055.desc.friend0: ""Then again, my dear friend [friend.GetFirstName] is so much better at writing than I am. Surely [friend.GetSheHe] would help if asked?"""|""
" "|""
" bp1_yearly.7055.desc.ending0: ""Assembling and illustrating a tome can quickly become a costly endeavor however..."""|""
" bp1_yearly.7055.poet0: ""The poet [poet.GetFirstNameNoTooltip] will write it down!"""|""
" bp1_yearly.7055.friend0: ""[friend.GetFirstNameNoTooltip] is a true friend."""|""
" bp1_yearly.7055.high_skill0: ""I will record it myself."""|""
" bp1_yearly.7055.a0: ""I will record it myself, [ROOT.Char.GetFaith.HighGodName] willing."""|""
" bp1_yearly.7055.b0: ""There is no time for this..."""|""
" "|""
" recorded_memory_character0: ""A Memory of [memory_participant.GetTitledFirstNameNoTooltip]"""|""
" recorded_memory0: ""[ROOT.Char.GetTitledFirstNamePossessiveNoTooltip] Memory"""|""
" recorded_memory_desc0: ""This tome retells the story of when [recorded_memory.GetThirdPerspectiveDescription].\n\nComposed by [ROOT.Char.GetFirstName]."""|""
" "|""
" bp1_yearly.7056.t0: ""Intimidation Tactics"""|""
" bp1_yearly.7056.desc0: ""I take [intimidation_target.GetFirstName] down to the dungeon, where I start regaling [intimidation_target.GetHerHim] with tales of terrible things I have done to the people who crossed me.\n\n""I'm sure you've heard about how [intimidation_memory.GetDescription]."" I tell [intimidation_target.GetHerHim] with relish. ""That was just #EMP the beginning.#!""\n\nAs I chuckle, [intimidation_target.GetFirstNamePossessiveNoTooltip] eyes go wide with fear."""|""
" bp1_yearly.7056.a0: ""Don't worry, just do what I say and you'll be fine..."""|""
" bp1_yearly.7056.b0: ""Tell #EMP everyone#! about me!"""|""
" "|""
" bp1_yearly.7057.t0: ""Religious Ecstasy"""|""
" bp1_yearly.7057.desc0: ""I'm sitting in the [ROOT.Char.GetFaith.HouseOfWorship], my thoughts abandoning the words of [realm_priest.GetCouncilTitleFirstName] in favor of the time [sex_memory.GetDescription]. Ever since then, I've been thinking of [sex_partner.GetHerHim] almost daily."""|""
" "|""
" bp1_yearly.7057.desc.male0: ""\n\nUnfortunately this is having some rather noticeable side effects. Perhaps if I position the [ROOT.Char.GetFaith.ReligiousText] just right, I can hide this growing problem without anyone noticing..."""|""
" "|""
" bp1_yearly.7057.desc.female0: ""\n\nUnfortunately this is having some rather... problematic side effects."""|""
" bp1_yearly.7057.a0: ""[sex_partner.GetNameNoTooltip] #EMP must#! be mine..."""|""
" bp1_yearly.7057.b0: ""Banish these thoughts!"""|""
" bp1_yearly.7057.c0: ""Where better to relieve stress than the [ROOT.Char.GetFaith.HouseOfWorship]?"""|""
" "|""
" bp1_yearly.7057.a.tt0: ""This scheme will have a success chance bonus."""|""
" "|""
" bp1_yearly.7058.t0: ""Provisional Catastrophe"""|""
" bp1_yearly.7058.desc0: ""The morning chorus of twittering birds accompany me down to the cellar, the light of dawn giving way to gloomy darkness lit only by sputtering lamps. I yawn and stretch as I go, my feet padding across the floorboards.\n\nOnce my eyes adjust to the lack of light, a culinary tragedy is unveiled by them: apple cores, scattered crumbs, bones flensed clean of their meat. In shock, I look around the entire room, but everywhere my eyes land they find yet more evidence.\n\nSuddenly, in the corner, a soft, contented #EMP burp#!..."""|""
" bp1_yearly.7058.glutton0: ""I have more food! Let's open the #EMP secret stash!#!"""|""
" bp1_yearly.7058.a0: ""Oh, you'll pay that back. And more, if you have."""|""
" bp1_yearly.7058.b0: ""If you enjoyed the cellar, you'll #EMP love#! the dungeon!"""|""
" bp1_yearly.7058.c0: ""#EMP *Sigh*#! My treat... I guess..."""|""
" bp1_yearly.7030.t0: ""Carnal Comforts"""|""
" bp1_yearly.7030.desc0: ""[dead_friend_spouse.GetFirstName] has been devastated ever since [dead_friend_spouse.GetHerHis] [dead_friend.Custom('WifeHusband')] [dead_friend.GetFirstName] died. [dead_friend_spouse.GetSheHe"|"U] comes to visit me one evening.\n\n""I feel so lonely."" [dead_friend_spouse.GetSheHe] says, looking at me longingly. I remind myself that [dead_friend.GetFirstNameNoTooltip] was my good friend. \n\n""You've been so comforting."" [dead_friend_spouse.GetSheHe] says, biting [dead_friend_spouse.GetHerHis] lip suggestively. [dead_friend.GetFirstNameNoTooltip] was my friend.\n\n""I just want to feel something."" [dead_friend_spouse.GetSheHe] whispers, loosening the fastenings on the front of [dead_friend_spouse.GetHerHis] [dead_friend_spouse.Custom('GetUpperClothingArticle')]. [dead_friend.GetFirstNameNoTooltip] #EMP was#! my friend..."""
" bp1_yearly.7030.a0: ""I'm sure that [dead_friend.GetFirstNameNoTooltip] would approve..."""|""
" bp1_yearly.7030.b0: ""Pull yourself together, [dead_friend_spouse.GetFirstNameNoTooltip]!"""|""
"    "|""
" bp1_yearly.7100.t0: ""Distaste to Detest"""|""
" bp1_yearly.7100.desc0: ""One moment I was enjoying a nice walk in the sunshine around the [owned_county.GetName] and the next I am covered in excrement and wallowing in the mud. Once I have furiously wiped the excreta from my [ROOT.Char.Custom('EyeEyes')], I find the culprit with ease.\n\n""[potential_nemesis.GetTitledFirstName] sends [potential_nemesis.GetHerHis] regards!"" The peasant hanging out of the window screams before fleeing the scene.\n\nPathetically, I try washing one fur I particularly treasure in a nearby stream, but it's clear that it is beyond saving."""|""
" bp1_yearly.7100.a0: ""Now it's #EMP personal...#!"""|""
" bp1_yearly.7100.b0: ""I will clean myself in [potential_nemesis.GetHerHis] blood!"""|""
" bp1_yearly.7100.c0: ""Mark my words, [potential_nemesis.GetFirstNameNoTooltip]: this fur will be replaced."""|""
" bp1_yearly.7100.d0: ""Revenge is beneath me..."""|""
" bp1_yearly.7100.c.tt0: ""[potential_nemesis.GetFirstNamePossessiveNoTooltip] beloved cat was wandering around here earlier..."""|""
" bp1_yearly.7100.e0: ""I'll save this fur for... later."""|""
" focused_on_revenge_modifier0: ""Focused on Revenge"""|""
" focused_on_revenge_modifier_desc0: ""This character is solely focused on the demise of their rivals, ignoring many of their responsibilities."""|""
" vengeful_opinion0: ""Vengeful"""|""
