"l_english":""
" mercenary_company_french_band_10":"Загін з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_french_band_1_article0":"the "
" mercenary_company_french_band_20":"Загін з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_french_band_2_article0":"the "
" mercenary_company_gallowglasses0":"Галлогласи"
" mercenary_company_gallowglasses_article0":"the "
" mercenary_company_geezan_company0":"Геезький загін"
" mercenary_company_geezan_company_article0":"the "
" mercenary_company_ghilman0":"Гулями"
" mercenary_company_ghilman_article0":"the "
" mercenary_company_gondershe_band0":"Загін з Гондерше"
" mercenary_company_gondershe_band_article0":"the "
" mercenary_company_gota_band0":"Загін Гети"
" mercenary_company_gota_band_article0":"the "
" mercenary_company_gran_companyia_catalana0":"Каталонська компанія"
" mercenary_company_gran_companyia_catalana_article0":"the "
" mercenary_company_great_company0":"Великий загін"
" mercenary_company_great_company_article0":"the "
" mercenary_company_guardians_of_almnara0":"Вартові Альмнари"
" mercenary_company_guardians_of_almnara_article0":"the "
" mercenary_company_guards_of_rama_setu0":"Варта мосту Рами"
" mercenary_company_guards_of_rama_setu_article0":"the "
" mercenary_company_harappan_band0":"Загін з Хараппи"
" mercenary_company_harappan_band_article0":"the "
" mercenary_company_hawkwoods_band0":"Хоквудський загін"
" mercenary_company_hengist_retinue0":"Свита Хенгіста"
" mercenary_company_hengist_retinue_article0":"the "
" mercenary_company_herder_company0":"Пастуший загін"
" mercenary_company_herder_company_article0":"the "
" mercenary_company_heruli0":"Герули"
" mercenary_company_heruli_article0":"the "
" mercenary_company_hindustani_band0":"Хіндустанський загін"
" mercenary_company_hindustani_band_article0":"the "
" mercenary_company_hoplites_of_place0":"Гопліти з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_hoplites_of_place_article0":"the "
" mercenary_company_horsas_band0":"Загін Хорси"
" mercenary_company_horsas_band_article0":"the "
" mercenary_company_host_of_komi0":"Військо Комі"
" mercenary_company_host_of_komi_article0":"the "
" mercenary_company_host_of_sangala0":"Військо Сангали"
" mercenary_company_host_of_sangala_article0":"the "
" mercenary_company_host_of_the_nile0":"Військо з земель Нілу"
" mercenary_company_host_of_the_nile_article0":"the "
" mercenary_company_host_of_the_viscount0":"Військо віконта"
" mercenary_company_host_of_the_viscount_article0":"the "
" mercenary_company_host_of_varangians0":"Військо варягів"
" mercenary_company_host_of_varangians_article0":"the "
" mercenary_company_huscarls_of_the_sea0":"Морські хускарли"
" mercenary_company_huscarls_of_the_sea_article0":"the "
" mercenary_company_immortals_of_place0":"Безсмертні з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_immortals_of_place_article0":"the "
" mercenary_company_iron_arms_company0":"Загін Залізної руки"
" mercenary_company_iron_arms_company_article0":"the "
" mercenary_company_karjala_company0":"Карельський загін"
" mercenary_company_karjala_company_article0":"the "
" mercenary_company_keepers_of_the_lighthouse0":"Вартові Маяка"
" mercenary_company_keepers_of_the_lighthouse_article0":"the "
" mercenary_company_khanty_host0":"Хантийське військо"
" mercenary_company_khanty_host_article0":"the "
" mercenary_company_khorasan_band0":"Загін Хорасані"
" mercenary_company_khorasan_band_article0":"the "
" mercenary_company_kievan_band0":"Київський загін"
" mercenary_company_kievan_band_article0":"the "
" mercenary_company_kushite_band0":"Загін кушитів"
" mercenary_company_kushite_band_article0":"the "
" mercenary_company_lawgochs_followers0":"Послідовники Лаугоха"
" mercenary_company_madhmanns_company0":"Мадхманський загін"
" mercenary_company_mamluks0":"Мамлюки"
" mercenary_company_mamluks_article0":"the "
" mercenary_company_manglabites0":"Манглавіти"
" mercenary_company_manglabites_article0":"the "
" mercenary_company_marchers_of_wasconia0":"Загін «Марш Васконії»"
" mercenary_company_marchers_of_wasconia_article0":"the "
" mercenary_company_mawali_band0":"Мавли"
" mercenary_company_mawali_band_article0":"the "
" mercenary_company_moksha_archer_company0":"Загін мокшанських лучників"
" mercenary_company_moksha_archer_company_article0":"the "
" mercenary_company_nafarroako_konpainia0":"Наварський загін"
" mercenary_company_nafarroako_konpainia_article0":"the "
" mercenary_company_nenet_band0":"Ненецький загін"
" mercenary_company_nenet_band_article0":"the "
" mercenary_company_noba_company0":"Загін із земель Ноби"
" mercenary_company_noba_company_article0":"the "
" mercenary_company_normans_of_drengot0":"Дренготські нормани"
" mercenary_company_normans_of_drengot_article0":"the "
" mercenary_company_north_sea_reavers0":"Розбійники Північного моря"
" mercenary_company_north_sea_reavers_article0":"the "
" mercenary_company_oder_band0":"Вільний загін з Одру"
" mercenary_company_oder_band_article0":"the "
" mercenary_company_of_the_brabancon_wolf0":"Загін Брабантського вовка"
" mercenary_company_of_the_brabancon_wolf_article0":"the "
" mercenary_company_oriya_band0":"Орійський загін"
" mercenary_company_oriya_band_article0":"the "
" mercenary_company_place_cataphracts0":"Катафракти з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_place_cataphracts_article0":"the "
" mercenary_company_place_horde0":"[TITLE.GetNameNoTierNoTooltip]-орда"
" mercenary_company_place_horde_article0":"the "
" mercenary_company_queens_hird0":"Хірд Королеви"
" mercenary_company_queens_hird_article0":"the "
" mercenary_company_raiders_of_caspia0":"Каспійські нальотчики"
" mercenary_company_raiders_of_caspia_article0":"the "
" mercenary_company_rajaputra_band0":"Загін раджапутри"
" mercenary_company_rajaputra_band_article0":"the "
" mercenary_company_redshanks0":"Червоношкірі"
" mercenary_company_redshanks_article0":"the "
" mercenary_company_rice_grain_band0":"Загін Рисового зернятка"
" mercenary_company_rice_grain_band_article0":"the "
" mercenary_company_riders_of_the_coast0":"Вершники Узбережжя"
" mercenary_company_riders_of_the_coast_article0":"the "
" mercenary_company_riders_of_the_mountains0":"Гірські вершники"
" mercenary_company_riders_of_the_mountains_article0":"the "
" mercenary_company_routiers_10":"Рутьєри з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_routiers_1_article0":"the "
" mercenary_company_routiers_of_the_archpriest0":"Рутьєри протопресвітера"
" mercenary_company_routiers_of_the_archpriest_article0":"the "
" mercenary_company_sahelian_band0":"Сахеліанський загін"
" mercenary_company_sahelian_band_article0":"the "
" mercenary_company_sarkans_of_place0":"Червоні найманці з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_sarkans_of_place_article0":"the "
" mercenary_company_servants_of_the_vatandar0":"Слуги ватандара"
" mercenary_company_servants_of_the_vatandar_article0":"the "
" mercenary_company_sheperds_of_the_romans0":"Пастухи римлян"
" mercenary_company_sheperds_of_the_romans_article0":"the "
" mercenary_company_slaughterers0":"М'ясники"
" mercenary_company_slaughterers_article0":"the "
" mercenary_company_sogdian_warriors0":"Согдійськие воїни"
" mercenary_company_sogdian_warriors_article0":"the "
" mercenary_company_steppe_dancers_band0":"Загін «Степові танцюристи»"
" mercenary_company_steppe_dancers_band_article0":"the "
" mercenary_company_stratioti_of_place_10":"Страдіоти з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_stratioti_of_place_1_article0":"the "
" mercenary_company_stratioti_of_place_20":"Загін страдіотів з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_stratioti_of_place_2_article0":"the "
" mercenary_company_swiss_guard0":"Швейцарська гвардія"
" mercenary_company_swiss_guard_article0":"the "
" mercenary_company_tard_venus_10":"Запізнілі з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_tard_venus_1_article0":"the "
" mercenary_company_terrors_of_tamilakam0":"Страхіття Тамілакама"
" mercenary_company_terrors_of_tamilakam_article0":"the "
" mercenary_company_the_followers_from_place0":"Послідовники з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_the_followers_from_place_article0":"the "
" mercenary_company_the_longbeard_band0":"Загін лангобардів"
" mercenary_company_the_longbeard_band_article0":"the "
" mercenary_company_the_ten_thousand0":"Десять тисяч"
" mercenary_company_the_ten_thousand_article0":"the "
" mercenary_company_the_wanderers0":"Блукачі"
" mercenary_company_the_wanderers_article0":"the "
" mercenary_company_thinglith0":"Тінглід"
" mercenary_company_thinglith_article0":"the "
" mercenary_company_tigers_of_place0":"Тигри з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_tigers_of_place_article0":"the "
" mercenary_company_tigrayit_band0":"Загін тиграїтів"
" mercenary_company_tigrayit_band_article0":"the "
" mercenary_company_true_khans_faithful0":"Слуги Істинного хана"
" mercenary_company_true_khans_faithful_article0":"the "
" mercenary_company_mongolic_riders_of_place0":"Вершники монгольської землі [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_turkic_riders_of_place0":"Тюркські вершники володіння [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_mongolic_riders_of_place_article0":"the "
" mercenary_company_tungabhadra_band0":"Банда з берегів Тунгабхадри"
" mercenary_company_tungabhadra_band_article0":"the "
" mercenary_company_union_of_swords0":"Дев’ятка мечів"
" mercenary_company_union_of_swords_article0":"the "
" mercenary_company_varangian_guard0":"Варязька гвардія"
" mercenary_company_varangian_guard_article0":"the "
" mercenary_company_velaikkarar_of_place0":"Велайккари з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_velaikkarar_of_place_article0":"the "
" mercenary_company_veterans_of_chaldia0":"Ветерани Халдії"
" mercenary_company_veterans_of_chaldia_article0":"the "
" mercenary_company_veterans_of_the_marches0":"Ветерани Марки"
" mercenary_company_veterans_of_the_marches_article0":"the "
" mercenary_company_wakes_guard0":"Поминальна гвардія"
" mercenary_company_warband_of_the_great_hall0":"Бойовий загін Великої зали"
" mercenary_company_warband_of_the_great_hall_article0":"the "
" mercenary_company_warriors_of_zaranj0":"Воїни Заранджа"
" mercenary_company_warriors_of_zaranj_article0":"the "
" mercenary_company_wayfarers_of_place0":"Мандрівники з домену [TITLE.GetNameNoTierNoTooltip]"
" mercenary_company_wayfarers_of_place_article0":"the "
" mercenary_company_westwards_band0":"Західний загін"
" mercenary_company_westwards_band_article0":"the "
" mercenary_company_white_company0":"Білий загін"
" mercenary_company_white_company_article0":"the "
" mercenary_false_earls_company0":"Загін лже-ярла"
" mercenary_false_earls_company_article0":"the "
" mercenary_company_burmese_host0":"Бірманське військо"
" mercenary_company_company_of_the_irrawaddy0":"Загін Іраваді"
" mercenary_company_company_of_the_irrawaddy_article0":"the "
" mercenary_company_host_of_kashmir0":"Військо Кашміру"
" mercenary_company_host_of_kashmir_article0":"the "
" mercenary_company_beja_place_band0":"Банда з Бежі"
" mercenary_company_company_of_the_chad0":"Загін з Чаду"
" mercenary_company_company_of_the_chad_article0":"the "
" mercenary_company_followers_of_bayajida0":"Послідовники Баяджиди"
" mercenary_company_mon_host0":"Монське військо"
" mercenary_sadhuim_company0":"Садхійський загін"
" mercenary_sadhuim_company_article0":"the "
" mercenary_company_of_the_valley0":"Загін з долини"
" mercenary_company_of_the_valley_article0":"the "
" mercenary_company_arakan_band0":"Араканська банда"
" mercenary_company_sardinian_band0":"Сардинський загін"
" mercenary_company_sardinian_band_article0":"the "
" mercenary_company_condottiere_band0":"Загін кондотьєра з домену [CULTURE.GetNameNoTooltip]"
" mercenary_company_condottiere_band_article0":"the "
" mercenary_company_sicilian_band0":"Сицилійський загін"
" mercenary_company_sicilian_band_article0":"the "
" mercenary_company_freelances_of_velehrad0":"Велеградські ландскнехти"
" mercenary_company_freelances_of_velehrad_article0":"the "
" mercenary_company_army_of_morava_bend0":"Армія Моравської дуги"
" mercenary_company_army_of_morava_bend_article0":"the "
" mercenary_company_company_of_the_faithbearers0":"Загін віроносців"
" mercenary_company_company_of_the_faithbearers_article0":"the "
" mercenary_company_company_of_bukhara0":"Бухарський загін"
" mercenary_company_company_of_bukhara_article0":"the "
" mercenary_company_dehqan_warriors0":"Дехканські воїни"
" mercenary_company_dehqan_warriors_article0":"the "
" mercenary_company_company_of_khwarezm0":"Хорезмський загін"
" mercenary_company_company_of_khwarezm_article0":"the "
" mercenary_company_khwarezmian_warriors0":"Хорезмські воїни"
" mercenary_company_khwarezmian_warriors_article0":"the "
" mercenary_company_teutonic_brotherhood0":"Тевтонське братерство"
" mercenary_company_teutonic_brotherhood_article0":"the "
" mercenary_company_saxon_steelbearers0":"Саксонські мечоносці"
" mercenary_company_saxon_steelbearers_article0":"the "
" mercenary_company_hansa_guard0":"Гвардія Ганзи"
" mercenary_company_hansa_guard_article0":"the "
" mercenary_company_sons_of_widukind0":"Сини Відукінда"
" mercenary_company_sons_of_widukind_article0":"the "
" mercenary_company_franconian_company0":"Франкська рота"
" mercenary_company_franconian_company_article0":"the "
" mercenary_company_thuringian_blades0":"Мечі Тюрингії"
" mercenary_company_thuringian_blades_article0":"the "
" mercenary_company_rhenish_band0":"Рейнський загін"
" mercenary_company_rhenish_band_article0":"the "
" mercenary_company_new_franks0":"Нові франки"
" mercenary_company_new_franks_article0":"the "
" mercenary_company_swabian_band0":"Швабський загін"
" mercenary_company_swabian_band_article0":"the "
" mercenary_company_alsace_fighters0":"Ельзаські бійці"
" mercenary_company_alsace_fighters_article0":"the "
" mercenary_company_alemannic_sellswords0":"Алеманські найманці"
" mercenary_company_alemannic_sellswords_article0":"the "
" mercenary_company_helvetic_guard0":"Швейцарська гвардія"
" mercenary_company_helvetic_guard_article0":"the "
" mercenary_company_bavarian_band0":"Баварський загін"
" mercenary_company_bavarian_band_article0":"the "
" mercenary_company_austrian_company0":"Австрійська рота"
" mercenary_company_austrian_company_article0":"the "
" mercenary_company_tyrol_warriors0":"Тірольські воїни"
" mercenary_company_tyrol_warriors_article0":"the "
" mercenary_company_styrian_panthers0":"Штирійські пантери"
" mercenary_company_styrian_panthers_article0":"the "
" mercenary_company_woad_raiders0":"Синьолиці нальотчики"
" mercenary_company_woad_raiders_article0":"the "
" mercenary_company_ashanti_band0":"Загін ашанті"
" mercenary_company_ashanti_band_article0":"the "
" mercenary_company_company_of_the_volta0":"Загін з Вольти"
" mercenary_company_company_of_the_volta_article0":"the "
" mercenary_company_followers_of_akwei0":"Загін учнів Аквеї"
" mercenary_company_followers_of_akwei_article0":"the "
" mercenary_company_company_of_awkar0":"Авкарський загін"
" mercenary_company_company_of_awkar_article0":"the "
" mercenary_company_followers_of_kayamagha0":"Загін учнів Кая-Магхи"
" mercenary_company_followers_of_kayamagha_article0":"the "
" mercenary_company_yoruba_band0":"Йорубський загін"
" mercenary_company_yoruba_band_article0":"the "
" mercenary_company_company_of_the_niger0":"Загін з Нігера"
" mercenary_company_company_of_the_niger_article0":"the "
" mercenary_company_followers_of_oduduwa0":"Загін учнів Одудуви"
" mercenary_company_followers_of_oduduwa_article0":"the "
" mercenary_company_band_of_the_panther0":"Band of the Panther"
" mercenary_company_band_of_the_panther_article0":"the"
" mercenary_company_hammerbearers0":"Hammer bearers"
" mercenary_company_hammerbearers_article0":"the"
" mercenary_company_carantanian_white_cloaks0":"Carantanian White Cloaks"
" mercenary_company_carantanian_white_cloaks_article0":"the"
