"l_english:"."".""."".""
"#Feudal Elective AI behavior"."".""."".""
" tooltip_feudal_elector_vote_myself0: ""I like power: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_elector_vote_not_myself0: ""I do not like power: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_elector_vote_myself_heir0: ""I am the rightful heir: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_elector_vote_myself_ambitious0: ""I am ambitious: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_elector_vote_myself_ruler_choice0: ""I have been chosen: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_elector_vote_diplomatic_education0: ""[candidate"."GetSheHe|U] is a diplomat: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_spiritual_education0: ""[candidate"."GetSheHe|U] is a scholar: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_strong_claimant0: ""[candidate"."GetSheHe|U] has a strong [claim|E] on the title: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_weak_claimant0: ""[candidate"."GetSheHe|U] has a [claim|E] on the title: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_prestige_negative0: ""[candidate"."GetSheHe|U] is an infamous [candidate"."GetWomanMan]: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_prestige_positive0: ""[candidate"."GetSheHe|U] is a prestigious [candidate"."GetWomanMan]: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_dynasty_prestige0: ""[candidate"."GetSheHe|U] belongs to a prestigious [dynasty|E]: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_piety_negative0: ""[candidate"."GetSheHe|U] is a wicked [candidate"."GetWomanMan]: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_piety_positive0: ""[candidate"."GetSheHe|U] is a pious [candidate"."GetWomanMan]: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_sinful0: ""[candidate"."GetSheHe|U] is known for [candidate"."GetHerHis] sins: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_virtuous0: ""[candidate"."GetSheHe|U] is known for [candidate"."GetHerHis] virtues: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_excommunication0: ""[candidate"."GetSheHe|U] has been [GetTrait('excommunicated')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_out_of_wedlock0: ""[candidate"."GetSheHe|U] was born out of wedlock: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_sodomite0: ""[candidate"."GetSheHe|U] is a [GetTrait('sodomite')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_kinslayer0: ""[candidate"."GetSheHe|U] is a [kinslayer|E]: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_deviant0: ""[candidate"."GetSheHe|U] is a [GetTrait('deviant')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_cannibal0: ""[candidate"."GetSheHe|U] is a [GetTrait('cannibal')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_incestuous0: ""[candidate"."GetSheHe|U] is an [GetTrait('incestuous')"."GetName( candidate"."Self )] degenerate: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_adulterous_man0: ""[candidate"."GetSheHe|U] is an [GetTrait('adulterer')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_adulterous_woman0: ""[candidate"."GetSheHe|U] is an [GetTrait('adulterer')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_fornicating_man0: ""[candidate"."GetSheHe|U] is a fornicator: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_fornicating_woman0: ""[candidate"."GetSheHe|U] is a fornicator: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_attractive0: ""[candidate"."GetSheHe|U] is a charming [candidate"."GetWomanMan]: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_ugly0: ""[candidate"."GetSheHe|U] is ugly: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_incapable0: ""[candidate"."GetSheHe|U] is unfit to rule: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_incapable_warrior0: ""[candidate"."GetSheHe|U] is a drooling corpse waiting to die: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_infirm0: ""[candidate"."GetSheHe|U] is [GetTrait('infirm')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_infirm_diplomat0: ""[candidate"."GetHerHis|U] mind has turned to mush: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_disfigured0: ""[candidate"."GetSheHe|U] has been [GetTrait('disfigured')"."GetName( candidate"."Self )] beyond recognition: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_disfigured_byzantine0: ""[candidate"."GetSheHe|U] has been [GetTrait('disfigured')"."GetName( candidate"."Self )] beyond recognition: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_disfigured_warrior0: ""[candidate"."GetSheHe|U] has been [GetTrait('disfigured')"."GetName( candidate"."Self )] beyond recognition: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_maimed0: ""[candidate"."GetSheHe|U] has been [GetTrait('maimed')"."GetName( candidate"."Self )] and might die soon: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_maimed_warrior0: ""[candidate"."GetSheHe|U] has been [GetTrait('maimed')"."GetName( candidate"."Self )] and is no longer fit to fight: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_born_in_the_purple0: ""[candidate"."GetSheHe|U] was [GetTrait('born_in_the_purple')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_genius_diplomat0: ""[candidate"."GetSheHe|U] is a brilliant [candidate"."GetWomanMan]: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_genius0: ""[candidate"."GetSheHe|U] is a brilliant [candidate"."GetWomanMan]: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_strong_warrior0: ""[candidate"."GetSheHe|U] is a strong [candidate"."GetWomanMan]: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_strong0: ""[candidate"."GetSheHe|U] is a brilliant [candidate"."GetWomanMan]: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_imbecile0: ""[candidate"."GetSheHe|U] is slow-minded: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_imbecile_diplomat0: ""[candidate"."GetSheHe|U] is a doddering fool: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_clubfooted0: ""[candidate"."GetSheHe|U] is [GetTrait('clubfooted')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_dwarf0: ""[candidate"."GetSheHe|U] is a [GetTrait('dwarf')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_dwarf_warrior0: ""[candidate"."GetSheHe|U] is just a [GetTrait('dwarf')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_hunchback0: ""[candidate"."GetSheHe|U] is [GetTrait('hunchbacked')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_hunchback_warrior0: ""[candidate"."GetSheHe|U] is a deformed freak: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_inbred0: ""[candidate"."GetSheHe|U] is an [GetTrait('inbred')"."GetName( candidate"."Self )] freak: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_lisping0: ""[candidate"."GetSheHe|U] is [GetTrait('lisping')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_stuttering0: ""[candidate"."GetSheHe|U] is [GetTrait('stuttering')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_evil_negative0: ""[candidate"."GetSheHe|U] is evil: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_lunatic_negative0: ""[candidate"."GetSheHe|U] is a stark-raving [GetTrait('lunatic_1')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_possessed_negative0: ""[candidate"."GetSheHe|U] has been [GetTrait('possessed_1')"."GetName( candidate"."Self )] by demons: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_possessed_positive0: ""[candidate"."GetSheHe|U] has been divinely touched: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_pilgrim_positive0: ""[candidate"."GetSheHe|U] is a devout [GetTrait('pilgrim')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_crusader_positive0: ""[candidate"."GetSheHe|U] is a valiant [GetTrait('faith_warrior')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_crusader_negative0: ""[candidate"."GetSheHe|U] is a vile [GetTrait('faith_warrior')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_saoshyant_descendant_positive0: ""[candidate"."GetSheHe|U] is [GetTrait('saoshyant_descendant')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_adventurer_positive0: ""[candidate"."GetSheHe|U] is a daring [GetTrait('adventurer')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_adventurer_negative0: ""[candidate"."GetSheHe|U] is an opportunistic [GetTrait('adventurer')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_berserker_positive0: ""[candidate"."GetSheHe|U] is a [GetTrait('berserker')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_berserker_negative0: ""[candidate"."GetSheHe|U] is a savage mad[candidate"."GetWomanMan]: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_vote_blinded_negative0: ""[candidate"."GetSheHe|U] is [GetTrait('blind')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_blinded_negative_warrior0: ""[candidate"."GetSheHe|U] is [GetTrait('blind')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_blinded_negative_byzantine0: ""[candidate"."GetSheHe|U] is [GetTrait('blind')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_eunuch_negative0: ""[candidate"."GetSheHe|U] is a [GetTrait('eunuch')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_eunuch_negative_warrior0: ""[candidate"."GetSheHe|U] is a [GetTrait('eunuch')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_eunuch_negative_byzantine0: ""[candidate"."GetSheHe|U] is a [GetTrait('eunuch')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_giant_positive0: ""[candidate"."GetSheHe|U] is a [GetTrait('giant')"."GetName( candidate"."Self )]: $VALUE|=+0$""".""
" tooltip_feudal_elector_vote_giant_negative0: ""[candidate"."GetSheHe|U] is a monster: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_shape_negative0: ""[candidate"."GetSheHe|U] is out of shape: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_spoiled_courtier0: ""[candidate"."GetSheHe|U] is an unproven, spoiled [candidate"."GetWomanMan]: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_anti_vote_ruler_lunatic0: ""I do not trust the judgment of a [GetTrait('lunatic_1')"."GetName( candidate"."Self )] ruler: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_anti_vote_ruler_possessed0: ""I do not trust the judgment of a [GetTrait('possessed_1')"."GetName( candidate"."Self )] ruler: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_anti_vote_ruler_possessed_positive0: ""I cannot go against a divinely inspired choice: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_elector_pro_vote_ruler_just0: ""I trust the judgment of a [GetTrait('just')"."GetName( candidate"."Self )] ruler: $VALUE|=+0$"""."".""
" tooltip_feudal_elector_anti_vote_ruler_tyrant0: ""I will not support the pawn of a [tyrant|E]: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_elector_anti_vote_ruler_dreaded0: ""I cannot risk angering the [dreaded|E] [holder"."GetShortUIName]: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_opinion_negative0: ""I dislike [candidate"."GetHerHim]: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_opinion_positive0: ""I like [candidate"."GetHerHim]: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_anti_vote_ruler_opinion_negative0: ""I do not trust the judgment of a ruler I dislike: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_elector_pro_vote_ruler_opinion_positive0: ""I trust the judgment of a ruler I like: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_elector_vote_anti_tanist0: ""Familial Concerns: $VALUE|=+0$"""."".""."".""
" tooltip_gaelic_vote_strength_current_dynast0: ""Current [dynast|E]: $VALUE|=+0$"""."".""."".""
" tooltip_gaelic_vote_strength_current_house_head0: ""Current [house_head|E]: $VALUE|=+0$"""."".""."".""
""."".""."".""
"#Imperial Elective, Voting Strength"."".""."".""
" tooltip_imperial_vote_strength_emperor_influence0: ""Imperial Dignity: $VALUE|=+0$"""."".""."".""
" tooltip_imperial_vote_strength_emperor_unpurpled0: ""[ROOT"."Char"."GetSheHe|U] was not [GetTrait('born_in_the_purple')"."GetName( Root"."Char )]: $VALUE|=+0$"""
" tooltip_imperial_vote_strength_emperor_deformed0: ""[ROOT"."Char"."GetSheHe|U] is deformed: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_emperor_child0: ""A child's word is worth little: $VALUE|=+0$"""."".""."".""
" tooltip_imperial_vote_strength_emperor_child_roman0: ""A child's word is worth nothing: $VALUE|=+0$"""."".""."".""
" tooltip_imperial_vote_strength_emperor_diplomacy0: ""[ROOT"."Char"."GetSheHe|U] is a good orator: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_emperor_sycophants0: ""[ROOT"."Char"."GetSheHe|U] has appointed incompetent Commanders: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_emperor_paranoia0: ""[ROOT"."Char"."GetSheHe|U] has discharged competent Commanders: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_elector_prestige0: ""[ROOT"."Char"."GetSheHe|U] is a prestigious [ROOT"."Char"."GetWomanMan]: $VALUE|=+0$"""
" tooltip_imperial_vote_strength_elector_prestige_dynasty0: ""[ROOT"."Char"."GetSheHe|U] belongs to a prestigious dynasty: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_elector_tier0: ""[ROOT"."Char"."GetSheHe|U] is an influential vassal: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_elector_despot0: ""[ROOT"."Char"."GetSheHe|U] is the Despot: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_elector_sebastokrator0: ""[ROOT"."Char"."GetSheHe|U] is the Sebastokrator: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_elector_caesar0: ""[ROOT"."Char"."GetSheHe|U] is the Caesar: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_elector_kouropalates0: ""[ROOT"."Char"."GetSheHe|U] is the Kouropalates: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_elector_anthypatos0: ""[ROOT"."Char"."GetSheHe|U] is the Anthypatos: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_commander_martial0: ""[ROOT"."Char"."GetSheHe|U] is a brilliant General: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_chancellor_diplomacy0: ""[ROOT"."Char"."GetSheHe|U] is a charismatic [ROOT"."Char"."GetCouncilTitle]: $VALUE|=+0$"""
" tooltip_imperial_vote_strength_steward_stewardship0: ""[ROOT"."Char"."GetSheHe|U] is a meticulous [ROOT"."Char"."GetCouncilTitle]: $VALUE|=+0$"""
" tooltip_imperial_vote_strength_spymaster_intrigue0: ""[ROOT"."Char"."GetSheHe|U] is a keen [ROOT"."Char"."GetCouncilTitle]: $VALUE|=+0$"""
" tooltip_imperial_vote_strength_chaplain_learning0: ""[ROOT"."Char"."GetSheHe|U] is a wise [ROOT"."Char"."GetCouncilTitle]: $VALUE|=+0$"""
" tooltip_imperial_vote_strength_chaplain_patriarch0: ""[ROOT"."Char"."GetSheHe|U] is the [ROOT"."Char"."GetTitleTierName]: $VALUE|=+0$"""
" tooltip_imperial_vote_strength_spouse0: ""[ROOT"."Char"."GetSheHe|U] is the [ROOT"."Char"."GetTitleTierName]: $VALUE|=+0$"""
" tooltip_imperial_vote_strength_greek_intrigue0: ""[ROOT"."Char"."GetSheHe|U] is a cunning politician with high [intrigue|E]: $VALUE|=+0$"""."".""
" tooltip_imperial_vote_strength_roman_diplomacy0: ""[ROOT"."Char"."GetSheHe|U] is a manipulative demagogue with high [diplomacy|E]: $VALUE|=+0$"""."".""
""."".""."".""
"#Imperial Elective, Voting Behavior"."".""."".""
" tooltip_feudal_elector_vote_rome_child0: ""Rome is not to be ruled by a child: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_elector_vote_despot0: ""[candidate"."GetSheHe|U] is the Despot: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_commander_martial0: ""[candidate"."GetSheHe|U] is a brilliant General: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_councilor_diplomacy0: ""[candidate"."GetSheHe|U] is a manipulative demagogue with high [diplomacy|E]: $VALUE|=+0$""".""."".""
" tooltip_feudal_elector_vote_councilor_intrigue0: ""[candidate"."GetSheHe|U] is a cunning politician with high [intrigue|E]: $VALUE|=+0$""".""."".""
" tooltip_feudal_vote_strength_emperor_tier0: ""Imperial Dignity: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_vote_strength_king_tier0: ""Royal Dignity: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_vote_strength_duke_tier0: ""Ducal Dignity: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_vote_strength_theocrat0: ""Clerical Influence: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_vote_strength_powerful_vassal0: ""Influential Vassal: $VALUE|=+0$"""."".""."".""
" tooltip_elective_current_ruler0: ""Current Ruler: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_vote_strength_parliament0: ""Parliamentary Support: $VALUE|=+0$"""."".""."".""
" tooltip_feudal_vote_strength_pope0: ""Papal Influence: $VALUE|=+0$"""."".""."".""
" "."".""."".""
" #Saxon Elective, Voting Behavior"."".""."".""
" tooltip_saxon_elector_vote_stewardship0: ""[candidate"."GetSheHe|U] is a considerate ruler with high [stewardship|E]: $VALUE|=+0$""".""."".""
" tooltip_saxon_elector_vote_military_strength0: ""[holder"."GetShortUIName] lacks levies: $VALUE|=+0$""".""."".""
" tooltip_saxon_elector_vote_candidate_unlanded0: ""[candidate"."GetShortUIName|U] is totally [unlanded|E]: $VALUE|=+0$""".""."".""
" tooltip_saxon_elector_vote_candidate_count_magnate0: ""[candidate"."GetShortUIName|U] is a mere [count|E]: $VALUE|=+0$""".""."".""
" tooltip_saxon_elector_vote_candidate_king_magnate0: ""[candidate"."GetShortUIName|U] is a mighty [king|E]: $VALUE|=+0$""".""."".""
""."".""."".""
" #Scandinavian Elective"."".""."".""
" tooltip_scandinavian_elective_domain_size0: ""[domain|E] Size: $VALUE|=+0$"""."".""."".""
" tooltip_scandinavian_elective_development0: ""Total [development|E], modified by [faith|E] and [heritage|E]: $VALUE|=+0$"""."".""."".""
" tooltip_scandinavian_elective_capital_opinion0: ""Capital [county_opinion|E]: $VALUE|=+0$"""."".""."".""
" tooltip_scandinavian_elective_capital_development0: ""Capital [county_development|E]: $VALUE|=+0$"""."".""."".""
" tooltip_scandinavian_elector_vote_prowess0: ""[candidate"."GetSheHe|U] is a warrior of great [prowess|E]: $VALUE|=+0$""".""."".""
