" intrigue_temptation.3110.a.tt_fail0: ""[potential_deviant.GetShortUINameNoTooltip] is repulsed by my lewdness"""|""
" intrigue_temptation.3110.b0: ""That's #EMP quite#! enough for now, thank you."""|""
" #You enjoy a dinner with one of your guests, and try to tempt them into staying, by Ewan Cowhig Croft"|""
" intrigue_temptation.3120.t0: ""Wandering Hearts"""|""
" intrigue_temptation.3120.desc0: ""Tonight, for the dozenth time, I find myself lounging next to a guttering fire with [tempted_guest.GetTitledFirstName]. [tempted_guest.GetHerHis"|"U] company just feels so natural, so easy, like [tempted_guest.GetSheHe] has been staying in [capital.GetNameNoTooltip] for years instead of weeks.\n\nIf only [tempted_guest.GetFirstNameNoTooltip] agreed to stay permanently, then these long, lazy evenings could last forever. Of course, with the right nudge..."""
" intrigue_temptation.3120.a0: ""Let me show you #EMP just#! how hospitable I can be."""|""
" intrigue_temptation.3120.a.tt_success0: ""[tempted_guest.GetShortUINameNoTooltip] is enthralled"""|""
" intrigue_temptation.3120.a.tt_fail0: ""[tempted_guest.GetShortUINameNoTooltip] is repulsed"""|""
" intrigue_temptation.3120.b0: ""Just ask, and I'll fetch the moon itself."""|""
" intrigue_temptation.3120.c0: ""A toast to fine, if transient, company!"""|""
" #You seduce the spouse of a potential rival to cement the foeship, by Ewan Cowhig Croft"|""
" intrigue_temptation.3130.t0: ""With Cold Heart"""|""
" intrigue_temptation.3130.desc0: ""[rival_main.Custom2('MyCharacterIntroduction', ROOT.Char)"|"U] incites me to such blinding rage that, some days, I can scarcely remember why we feud. It matters little now: I hold [rival_main.GetHerHis] [rival_spouse.GetWifeHusband], [rival_spouse.GetFirstName], in my embrace, [rival_spouse.GetHerHis] passions aflame.\n\nSoon, between my snide smiles and some well-paid gossips, [rival_main.GetFirstNameNoTooltip] shall know. I'll make #EMP sure#! that [rival_main.GetFirstNameNoTooltip] knows.\n\nOne forbidden kiss will seal this rivalry."""
" intrigue_temptation.3130.a0: ""My dear, have you ever kissed a #EMP real#! [ROOT.Char.GetWomanMan]?"""|""
" intrigue_temptation.3130.a.tt_success0: ""One kiss, then another..."""|""
" intrigue_temptation.3130.a.tt_fail0: ""[rival_spouse.GetFirstNameNoTooltip] pulls away"""|""
" intrigue_temptation.3130.b0: ""I can't do it."""|""
" saucy_reputation_01_modifier0: ""Calculating Cuckolder"""|""
" saucy_reputation_02_modifier0: ""Calculating Cuckolder"""|""
" saucy_reputation_03_modifier0: ""Calculating Cuckolder"""|""
" #Flirt openly with courtiers, pleasing some and irritating others, by Ewan Cowhig Croft"|""
" intrigue_temptation.3140.t0: ""Showing Off"""|""
" intrigue_temptation.3140.desc0: ""This morning, I had a delightful encounter with a charming young servant. We joked, we laughed, and we parted with glad hearts, all because I made the effort to be somewhat more personable.\n\nPerhaps I could apply this bout of flirtatious confidence to more than just my personal affairs?"""|""
" intrigue_temptation.3140.a0: ""I suppose I could make a bit more eye contact..."""|""
" intrigue_temptation.3140.b0: ""A lingering touch teases the soul."""|""
" intrigue_temptation.3140.c0: ""My gaze alone could charm [ROOT.Char.GetFaith.DevilName] [ROOT.Char.GetFaith.DevilHerselfHimself]!"""|""
" intrigue_temptation.3140.d0: ""This is all beneath me."""|""
" licentious_01_modifier0: ""Awkwardly Coquettish"""|""
" licentious_02_modifier0: ""Overly Coquettish"""|""
" licentious_03_modifier0: ""Tactically Coquettish"""|""
" licentious_04_modifier0: ""Masterfully Coquettish"""|""
" licentious_05_modifier0: ""Devilishly Coquettish"""|""
" #Caught chatting up a courtier, you back out, carry on, or double-down, by Ewan Cowhig Croft"|""
" intrigue_temptation.3150.t0: ""Caught in the Act"""|""
" intrigue_temptation.3150.desc0: ""The solar is just barely illuminated, and [primary_seducee.GetTitledFirstName] and I are pressed close, our lips all but meeting. The night air is cool, but [primary_seducee.GetSheHe] feels molten to the touch, and [primary_seducee.GetHerHis] breath comes in short, ragged gasps.\n\nAt just about the worst possible moment, [secondary_seducee.Custom2('MyCharacterIntroduction', ROOT.Char)] strides into the room, already at full bluster.\n\n""Great [ROOT.Char.GetTitleAsNameNoTooltip], we must discuss my accom— oh. I didn't see that you had company."""""|""
" intrigue_temptation.3150.a0: ""Why, [primary_seducee.GetFirstNameNoTooltip], I didn't see you there!"""|""
" intrigue_temptation.3150.b0: ""We were just leaving. For somewhere more #EMP private#!."""|""
" intrigue_temptation.3150.b.tt_success0: ""[primary_seducee.GetFirstNameNoTooltip] smirks and follows you"""|""
" intrigue_temptation.3150.b.tt_failure0: ""The mood is ruined"""|""
" intrigue_temptation.3150.c0: ""... [secondary_seducee.GetFirstNameNoTooltip], get the door."""|""
" intrigue_temptation.3150.c.tt_success0: ""You take them both for a tumble"""|""
" intrigue_temptation.3150.c.tt_success.lovers0: ""I become lovers with both of them."""|""
" intrigue_temptation.3150.c.tt_failure0: ""Bitter recriminations follow"""|""
" silver_tongued_modifier0: ""Silver Tongued"""|""
" quick_thinker_modifier0: ""Quick Thinker"""|""
" #Sleep with someone who dislikes you for fun or profit, by Ewan Cowhig Croft"|""
" intrigue_temptation.3160.t0: ""Extremes of Passion"""|""
" intrigue_temptation.3160.desc0: """"[ROOT.Char.Custom('InsultAdjective')"|"U] [ROOT.Char.Custom('InsultNoun')]!"" [sometime_rival.GetTitledFirstName] screams, spittle flying from [sometime_rival.GetHerHis] dung-hole of a mouth. The [sometime_rival.GetWomanMan] seems to have developed something of a vendetta, but today's argument is especially passionate. And projectile.\n\nAs [sometime_rival.GetTitledFirstNameNoTooltip] fumes, red in the face and breathing heavily, I swear [sometime_rival.GetHerHis] eyes roam lower on my body, just for a moment, before snapping back up to meet my gaze.\n\nIs it #EMP truly#! rage writ cross [sometime_rival.GetHerHis] features?"""
" intrigue_temptation.3160.a0: ""I lunge forward and kiss [sometime_rival.GetHerHim]."""|""
" intrigue_temptation.3160.a.tt_success0: ""Surprised, [sometime_rival.GetShortUINameNoTooltip] reciprocates"""|""
" intrigue_temptation.3160.a.tt_success.tt0: ""Afterwards, we resolve our feelings."""|""
" intrigue_temptation.3160.a.tt_fail0: ""Disgusted, [sometime_rival.GetShortUINameNoTooltip] throws you off"""|""
" intrigue_temptation.3160.b0: ""You are not worth the dog's attention, let alone mine."""|""
" intrigue_temptation.3161.desc0: ""Hours later, the two of us lie in bed, utterly spent, surrounded by torn sheets and broken furniture. For the first time in a week, [sometime_rival.GetTitledFirstNameNoTooltip] and I have finally stopped arguing.\n\nMy sometime-rival's chest rises and falls to a slowly deepening rhythm; any moment now, [sometime_rival.GetSheHe] will doubtless drift off to sleep."""|""
" intrigue_temptation.3161.a0: ""Perhaps we both always wanted this?"""|""
" intrigue_temptation.3161.b0: ""I have had better evenings perched atop my privy!"""|""
" intrigue_temptation.3161.b_flavour0: ""I snatch [sometime_rival.GetHerHis] clothes and run cackling from the room."""|""
" intrigue_temptation.3161.c0: ""I smother [sometime_rival.GetHerHim] as [sometime_rival.GetSheHe] slumbers."""|""
" malignant_hearsay_modifier0: ""Malignant Hearsay"""|""
" malignant_hearsay_modifier_desc0: ""The servants and small folk gossip that this person is tied to a suspicious death."""|""
